Code Insee,Commune,Latitude,Longitude
07105,Issanlas,44.767,4.015
07106,Issarlès,44.852,4.053
07107,Jaujac,44.63,4.238
07108,Jaunac,44.92,4.393
07109,Joannas,44.572,4.246
07110,Joyeuse,44.47,4.248
07114,Labatie-d'Andaure,45.033,4.495
07117,Lablachère,44.46,4.214
07118,Laboule,44.596,4.17
07119,Le Lac-d'Issarlès,44.823,4.075
07120,Lachamp-Raphaël,44.801,4.288
07121,Lachapelle-Graillouse,44.812,4.019
07123,Lachapelle-sous-Chanéac,44.954,4.319
07124,Lafarre,45.078,4.517
07127,Lalevade-d'Ardèche,44.652,4.314
07129,Lamastre,44.982,4.591
07130,Lanarce,44.729,3.997
07131,Lanas,44.537,4.384
07132,Largentière,44.534,4.301
07134,Laurac-en-Vivarais,44.503,4.288
07136,Laveyrune,44.621,3.919
07137,Lavillatte,44.741,3.952
07138,Lavilledieu,44.582,4.448
07142,Lespéron,44.734,3.896
07144,Loubaresse,44.591,4.051
07145,Lussas,44.619,4.466
07149,Marcols-les-Eaux,44.806,4.389
07150,Mariac,44.886,4.353
07151,Mars,45.01,4.329
07153,Mayres,44.665,4.101
07154,Mazan-l'Abbaye,44.725,4.081
07156,Meyras,44.678,4.26
07159,Mirabel,44.596,4.496
07161,Montpezat-sous-Bauzon,44.717,4.196
07162,Montréal,44.518,4.294
07165,Belsentes,44.928,4.477
07166,Nozières,45.034,4.546
07167,Les Ollières-sur-Eyrieux,44.81,4.62
07168,Orgnac-l'Aven,44.31,4.424
07170,Pailharès,45.08,4.557
07173,Péreyres,44.78,4.261
07175,Le Plagnal,44.693,3.951
07176,Planzolles,44.486,4.158
07178,Pont-de-Labeaume,44.666,4.297
07182,Prades,44.633,4.31
07184,Pranles,44.781,4.575
07187,Prunet,44.595,4.254
07189,Ribes,44.504,4.198
07190,Rochecolombe,44.518,4.448
07192,Rochepaule,45.086,4.459
07193,Rocher,44.581,4.279
07195,La Rochette,44.922,4.232
07196,Rocles,44.568,4.208
07199,Rosières,44.492,4.262
07200,Le Roux,44.721,4.143
07203,Sagnes-et-Goudoulet,44.801,4.216
07204,Saint-Agrève,45.005,4.413
07206,Saint-Alban-en-Montagne,44.71,3.918
07208,Saint-Andéol-de-Berg,44.53,4.537
07209,Saint-Andéol-de-Fourchades,44.845,4.288
07210,Saint-Andéol-de-Vals,44.693,4.401
07211,Saint-André-de-Cruzières,44.315,4.212
07213,Saint-André-Lachamp,44.508,4.152
07215,Saint-Barthélemy-le-Meil,44.885,4.479
07216,Saint-Barthélemy-Grozon,44.96,4.65
07218,Saint-Basile,44.949,4.562
07220,Saint-Christol,44.87,4.438
07222,Saint-Cierge-sous-le-Cheylard,44.926,4.454
07223,Saint-Cirgues-de-Prades,44.62,4.274
07224,Saint-Cirgues-en-Montagne,44.768,4.089
07226,Saint-Clément,44.95,4.26
