Latitude,Longitude,Ville
46.464,4.83246,Burgy
48.5399959,6.7084782,Buriville
46.5946985,4.6298444,Burnand
47.3338978,7.0238538,Burnevillers
46.5967065,4.5823147,Burzy
47.8864,6.8542,Bussang
47.8856155,6.8554759,Bussang
47.73621,4.64653,Busseaut
47.6628171,4.965021,Bussières
48.3265817,5.3592717,Busson
48.01846,3.51373,Bussy-en-Othe
47.3662416,4.7058677,Bussy-la-Pesle
49.0629351,4.5377096,Bussy-le-Château
48.0569613,3.2320445,Bussy-le-Repos
48.830833,7.236111,Bust
48.8293141,7.236729,Bust
47.9791495,3.8086394,Butteaux
48.971667,7.221944,Butten
48.9710713,7.2204416,Butten
47.8072225,4.9321318,Buxerolles
48.0535678,4.3960136,Buxeuil
48.124227,4.4565161,Buxières-sur-Arce
49.1710445,5.7034644,Buzy-Darmont
43.426993,6.22118,Cabasse
43.7342,5.3758,Cadenet
43.777539,6.729813,Caille
43.383593,6.092606,Camps-la-Source
49.0713212,6.8507862,Cappel
43.4725,6.1792,Carcès
47.92294,3.8462,Carisey
44.054655,5.04796,Carpentras- Centre ville
43.7846,7.1878,Carros
43.791048,7.230549,Castagniers
43.8475,6.513889,Castellane
43.804553,7.496624,Castellar
43.993308,6.766548,Castellet-les-Sausses
43.834279,7.471733,Castillon
43.742329,6.899414,Caussols
47.9154627,5.5427995,Celles-en-Bassigny
48.076503,4.4006471,Celles-sur-Ource
47.861442,5.4818535,Celsoy
47.8415521,5.8555913,Cemboing
47.8441672,5.9246424,Cendrecourt
46.8141194,6.0678727,Censeau
47.2021192,4.3543838,Censerey
43.7846,7.1878,Centre
44.280466,4.765449,Centre ancien- Bollène
44.3840894,4.9891541,Centre ancien- Valréas
47.8663369,4.4955761,Cérilly
48.30725,5.07989,Cerisières
49.227009,4.7656085,Cernay-en-Dormois
47.256807,6.8312183,Cernay-l'Église
46.7328046,6.104395,Cerniébaud
46.4026992,5.6491083,Cernon
46.2824228,3.9432692,Céron
47.2410793,3.7558373,Cervon
49.51132,5.15757,Cesse
44.478871,5.784645,Chabestan
48.1151766,4.5277825,Chacenay
47.6123874,6.7324904,Chagey
46.910578,4.7523461,Chagny
48.0825314,3.7014993,Chailley
47.3390327,3.9112144,Chalaux
47.3145623,3.5876084,Challement
46.9499955,3.1480292,Challuy
46.599211,3.8477399,Chalmoux
47.797606,4.9200198,Chambain
46.2785617,4.0128673,Chambilly
49.0475751,5.9013204,Chambley-Bussières
47.2362653,6.647865,Chamesey
47.347147,6.8350183,Chamesol
47.7899878,4.542511,Chamesson
46.8673755,4.683843,Chamilly
48.6056423,5.0437576,Chamouilley
47.4563876,3.6612823,Chamoux
48.1175361,3.9708488,Chamoy
48.2377018,4.4091778,Champ-sur-Barse
46.4832727,5.381004,Champagnat
47.7052722,6.6847692,Champagney
46.7456049,5.9083581,Champagnole
46.5794273,4.7439388,"Champagny-
sous-Uxelles"
47.2317917,3.4896546,Champallement
47.1814004,5.3036615,Champdôtre
47.2768894,4.143029,"Champeau-en-
Morvan"
47.5845933,6.6803801,Champey
49.1984834,4.0165459,Champfleury
48.1386635,4.6750192,Champignol-lez-Mondeville
47.0551517,4.5662488,Champignolles
48.3194475,3.1264718,Champigny
47.8926999,5.3466935,Champigny-lès-Langres
48.5603428,4.0715171,Champigny-sur-Aube
47.2859024,3.3511,Champlemy
48.0251428,3.6700502,Champlost
47.739362,3.6014046,"Champs-sur-
Yonne"
47.7718367,5.5345006,Champsevraine
47.1559273,3.0817455,Champvoux
48.6703823,4.9870461,Chancenay
47.3205353,5.6842075,Chancey
46.3474689,5.6419892,Chancia
46.9290767,4.6345373,Change
47.9249355,5.3856948,Changey
48.774235,4.6790339,Changy
47.8824903,4.3324425,Channay
47.9396216,4.253241,Channes
47.923322,5.2870523,Chanoy
48.61157,3.65927,Chantemerle
46.7330166,3.1831744,"Chantenay-
Saint-Imbert"
48.6824712,5.3757053,Chanteraine
48.0581589,4.1371816,Chaource
46.5568882,4.7367083,Chapaize
48.5789533,4.4976294,Chapelaine
46.9319238,6.1672539,Chapelle-d'Huin
46.8385669,5.9620357,Chapois
49.61015,4.26955,Chappes
46.7894502,4.1142674,Charbonnat
47.8228,3.4658,Charbuy
46.4643,5.71357,Charchilla
46.7698968,5.9942958,Charency
49.4836684,5.5116658,Charency-Vezin
47.64932,3.54481,Charentenay
47.2391758,6.9194378,Charmauvillers
48.3725412,6.2933856,Charmes
48.3743,5.00149,Charmes-en-l'Angle
48.3833545,4.9944091,Charmes-la-Grande
47.7283,5.70841,"Charmes-Saint-
Valbert"
47.6620708,6.1083037,Charmoille
47.5733771,6.9405708,Charmois
46.7565852,4.3343575,Charmoy
46.3326,5.48951,Charnod
50.1081809,4.8285687,Charnois
47.8785383,3.1059232,"Charny Orée de
Puisaye"
48.5510966,3.9453164,Charny-le-Bachot
49.25816,5.03022,Charpentry
47.2141791,6.8237024,Charquemont
46.8385972,4.6682565,Charrecey
47.944155,4.5144948,"Charrey-sur-
Seine"
47.2457051,3.183789,Chasnay
46.93636,4.72736,"Chassagne-
Montrachet"
46.3568855,5.7770934,"Chassal-
Molinges"
48.4574034,5.4327321,Chassey-Beaupré
46.8867234,4.6971143,"Chassey-le-
Camp"
47.7134519,5.377826,Chassigny
46.5875841,4.1120417,Chassy
47.3881881,3.8879964,"Chastellux-sur-
Cure"
47.0559722,3.9541337,"Château-
Chinon
(Campagne)"
47.0643977,3.9330028,"Château-
Chinon (Ville)"
49.2797189,6.5969146,Château-Rouge
48.850655,6.6243631,Château-Voué
44.2747,6.0169,Châteaufort
44.126289,6.833153,Châteauneuf-d'Entraunes
44.1631,5.7272,Châteauneuf-Miravail
44.095,5.9503,Châteauneuf-Val-Saint-Donat
43.810995,7.283249,Châteauneuf-Villevieille
44.0153,6.2153,Châteauredon
43.778056,6.578889,Châteauvieux
47.531951,3.6333156,Châtel-Censoir
49.28279,4.95421,Chatel-Chéhéry
47.6313667,4.0952843,Châtel-Gérard
46.6757741,5.9154718,Châtelneuf
48.6781575,4.5466744,Châtelraould-Saint-Louvent
46.2909053,4.3830694,Châtenay
47.8463523,5.401001,Chatenay-Mâcheron
47.8525958,5.4465228,Chatenay-Vaudin
47.0518049,3.6546552,"Châtillon-en-
Bazois"
47.8607467,4.5749139,"Châtillon-sur-
Seine"
47.0960286,3.8735989,Châtin
48.4862487,5.1234619,Chatonrupt-Sommermont
48.5012221,3.8473628,Châtres
49.0386917,4.9379853,Châtrices
49.0986699,4.8684076,Chaudefontaine
46.9159,4.79313,Chaudenay
43.98,6.311,Chaudon-Norante
48.502766,4.2738976,Chaudrey
48.19568,4.32839,Chauffour-lès-Bailly
47.7520505,4.9505809,Chaugey
47.1286229,3.103055,Chaulgnes
47.1443665,3.9121329,Chaumard
47.3007,5.6292,Chaumercenne
48.3234037,3.1059996,Chaumont
47.9254805,4.5784728,"Chaumont-le-
Bois"
48.0799543,3.2174687,Chaumot
49.5196004,5.3082707,Chauvency-le-Château
49.5342404,5.2965089,Chauvency-Saint-Hubert
47.7910208,5.7529244,"Chauvirey-le-
Châtel"
47.7849,5.75661,"Chauvirey-le-
Vieil"
47.5792145,7.0666472,Chavanatte
47.5597966,6.6587331,Chavanne
47.5918903,7.0467507,"Chavannes-les-
Grands"
47.631932,7.0232296,Chavannes-sur-l'Étang
48.5902845,6.7793696,Chazelles-sur-Albe
47.5594387,5.270281,Chazeuil
47.3255293,6.5445618,Chazot
46.8958275,4.6691844,"Cheilly-lès-
Maranges"
49.3032535,6.4453152,Chémery-les-Deux
47.8985791,3.5590171,"Chemilly-sur-
Yonne"
47.7407885,4.5642368,Chemin-d'Aisey
48.698212,5.50415,Cheminon
46.2266492,3.9402357,"Chenay-le-
Châtel"
47.6459477,6.7152669,Chenebier
48.5189686,6.6326157,Chenevières
49.4722586,5.7662495,Chenières
48.2255936,3.8530257,Chennegy
47.9510093,3.5320302,Cheny
48.83188,4.47267,Cheppes-la-Prairie
49.2309323,5.0581115,Cheppy
48.201491,2.9966394,Chéroy
48.12541,4.4924739,Chervey
47.9651669,3.7650752,Chéu
47.3900422,5.3928913,Cheuge
46.5389909,4.5078197,"Chevagny-sur-
Guye"
47.1585891,4.8480674,Chevannes
47.2886927,3.451431,"Chevannes-
Changy"
47.177,5.47559,Chevigny
48.5058253,5.1132039,Chevillon
46.5091,5.40403,Chevreaux
47.44948,3.54543,Chevroches
46.6569534,5.8528172,Chevrotaine
47.9035931,3.5107999,Chichery
46.4568954,4.5143995,Chiddes
47.7622883,3.7014208,Chitry
47.2604029,3.65078,"Chitry-les-
Mines"
47.6639933,5.3548231,Choilley-Dardenay
50.1020081,4.8070034,Chooz
47.0873552,3.7618492,Chougny
46.3043444,5.7687135,Choux
49.2964999,5.0931714,Cierges-sous-Montfaucon
47.7509672,5.7554504,Cintrey
43.783736,6.956062,Cipières
48.3317119,4.939354,Cirey-sur-Blaise
48.1105318,4.8723945,Cirfontaines-en-Azois
48.45448,5.38608,Cirfontaines-en-Ornois
47.7387823,6.4033918,Citers
46.7323045,5.910143,Cize
47.6637154,6.6202835,Clairegoutte
47.4598895,3.5187552,Clamecy
44.3231,6.0689,Clamensane
43.994296,7.14798,Clans
49.0042,7.8919,Cleebourg
49.0032503,7.89173,Cleebourg
49.1068299,5.0711503,Clermont-en-Argonne
47.28802,5.49442,Cléry
49.3640399,5.1558282,Cléry-le-Grand
49.3678528,5.1802488,Cléry-le-Petit
48.5340185,3.8319198,Clesles
46.416292,4.8140269,Clessé
46.558029,4.0874329,Clessy
49.0181,7.8511,Climbach
49.0180481,7.8511479,Climbach
47.19008,4.48452,Clomot
48.6637624,4.6383086,Cloyes-sur-Marne
43.864485,7.294407,Coaraze
48.4735598,4.3379253,Coclois
43.586857,7.055969,Coeur De Ville - Hauts De Vallauris
47.7865261,5.3460694,Cohons
48.2531,7.0231,Coinches
48.2530592,7.0230543,Coinches
46.3422,5.83385,Coiserette
47.5825668,6.7065852,Coisevaux
48.82793,3.86497,Coizard-Joches
43.240201,6.310272,Collobrières
46.641199,4.5339093,"Collonge-en-
Charollais"
46.9404237,4.5224634,"Collonge-la-
Madeleine"
43.888243,6.862679,Collongues
44.182,6.6272,Colmars
49.3551819,6.5421374,Colmen
49.4581598,5.5579015,Colmey
47.7722217,4.9405465,Colmier-le-Bas
47.7803143,4.9660145,Colmier-le-Haut
43.760184,7.219219,Colomars
48.2640014,4.7874825,Colombé-la-Fosse
48.2539613,4.7973531,Colombé-le-Sec
48.2230053,4.8873124,Colombey les Deux Églises
47.4541385,6.6926206,"Colombier-
Fontaine"
46.3561521,4.3350826,"Colombier-en-
Brionnais"
49.0595107,5.6246142,Combres-sous-les-Côtes
46.46209,5.280957,Condal
43.844111,5.0385041,Condamines- Cavaillon
49.251541,4.8543975,Condé-lès-Autry
46.3373,5.62396,Condes
49.1664802,5.8564321,Conflans-en-Jarnisy
47.8160083,6.2098681,"Conflans-sur-
Lanterne"
48.5516509,3.6802243,Conflans-sur-Seine
48.7472,4.06086,Connantray-Vaurefroy
48.7252483,3.921526,Connantre
49.4849815,5.7019992,Cons-la-Grandville
48.1658157,5.4170931,Consigny
46.7481074,6.0009389,Conte
43.811119,7.315521,Contes
47.8261,6.03643,Contréglise
49.4528849,6.3467655,Contz-les-Bains
48.7411019,4.392819,Coole
47.1014124,3.9489001,Corancy
48.5778506,4.4271148,Corbeil
47.8906,6.32606,Corbenay
47.2574315,3.6843003,Corbigny
46.9519403,4.7946572,"Corcelles-les-
Arts"
48.1731,6.8803,Corcieux
48.1725865,6.8785935,Corcieux
47.0369675,4.3405233,Cordesse
46.5437731,4.6868549,Cormatin
46.9771581,4.6445857,"Cormot-
Vauchignon"
48.13192,3.1855,Cornant
43.5633,5.0723,Cornillon-Confoux
46.3134,5.55016,Cornod
46.9285777,4.7520789,Corpeau
47.9174437,5.992937,Corre
43.4861,6.0842,Correns
48.70233,3.94036,Corroy
46.536155,4.6386913,Cortevaix
47.2911264,3.3969174,"Corvol-
d'Embernard"
47.431012,3.4045597,"Corvol-
l'Orgueilleux"
49.5187211,5.7125127,Cosnes-et-Romain
46.4139472,5.8048341,"Coteaux du
Lizon"
43.5325,6.1492,Cotignac
46.8690433,4.5735562,Couches
47.6808435,3.4707554,Coulangeron
47.7006728,3.5811877,"Coulanges-la-
Vineuse"
47.0054628,3.1880756,"Coulanges-lès-
Nevers"
47.5264213,3.5394932,"Coulanges-sur-
Yonne"
47.7504291,4.4933238,Coulmier-le-Sec
48.1639,3.58643,Coulours
47.2574922,6.7027625,"Cour-Saint-
Maurice"
47.9157535,4.7350186,Courban
47.0935,5.95706,Courcelles
47.8375341,5.2223506,Courcelles-en-Montagne
47.5943545,4.4007706,"Courcelles-lès-
Montbard"
48.6175605,3.9191137,Courcemain
48.4654379,3.4144538,Courceroy
47.5127488,6.5541604,Courchaton
48.6945248,4.5428846,Courdemanges
48.2863869,3.5489709,Courgenay
48.8300721,3.8334967,Courjeonnet
49.3127854,3.7366268,Courlandon
48.3385316,3.1666834,"Courlon-sur-
Yonne"
47.6124668,6.6286044,Courmont
47.6142957,3.5006656,"Courson-les-
Carrières"
47.461597,7.1982104,Courtavon
47.3194447,6.9081596,Courtefontaine
47.5162535,7.0800542,Courtelevant
49.1369183,4.7790446,Courtémont
48.1487407,4.3035507,Courtenot
48.0195556,4.4453638,Courteron
48.1237865,3.1083386,Courtoin
49.2682395,3.6982234,Courville
46.5314,5.39096,Cousance
48.6092494,5.0839677,Cousances-les-Forges
48.7828935,5.4391206,Cousances-lès-Triconville
47.5863355,3.965606,Coutarnoux
47.5889969,6.7273967,Couthenans
48.5815931,5.3027713,Couvertpuis
48.2074727,4.6508573,Couvignon
48.7577398,4.5733323,Couvrot
46.3433,5.84347,Coyrière
47.5299808,3.553813,Crain
48.517205,3.6372028,Crancey
46.704009,5.9721597,Crans
46.4576,5.73445,Crenans
46.9184687,4.6123892,Créot
47.61084,4.30984,Crépand
46.6955192,3.8683802,"Cressy-sur-
Somme"
44.119634,5.142975,Crillon-le-Brave
48.9322198,8.0325295,Crœttwiller
47.4444779,6.9551941,Croix
46.7218031,3.6829113,Cronat
47.3559316,6.5247456,"Crosey-le-
Grand"
46.7513006,5.8145842,Crotenay
48.93,8.03,Crottwiller
46.9557297,6.0094933,Crouzet-Migette
49.2578687,3.7394295,Crugny
44.062119,5.836584,Cruis
49.4344038,5.9154872,Crusnes
47.1610946,3.5186905,Crux-la-Ville
47.7070392,4.2375222,Cry
47.8103,6.13051,"Cubry-lès-
Faverney"
43.7744,5.4411,Cucuron
47.9839385,3.1787579,Cudot
46.4937782,5.3887887,Cuiseaux
46.559285,5.0018538,Cuisery
46.5375,5.40307,Cuisia
47.1474865,4.5761397,Culètre
46.6528424,4.6531563,"Culles-les-
Roches"
47.3716368,3.4545856,"Cuncy-lès-
Varzy"
49.33596,5.1160129,Cunel
49.0624184,4.4294386,Cuperly
46.3078283,4.3115603,Curbigny
46.5950952,3.995384,Curdin
44.1778,5.6625,Curel
48.4908873,5.1369422,Curel
46.9870554,4.3861546,Curgy
48.2590298,4.9544455,Curmont
46.5820356,4.6340253,"Curtil-sous-
Burnand"
47.6291621,5.3396094,Cusey
48.0132031,4.1031043,Cussangy
47.0890357,4.1630907,"Cussy-en-
Morvan"
47.0404684,4.6411144,"Cussy-la-
Colonne"
47.1647042,4.5854738,Cussy-le-Châtel
47.4707172,4.0271734,"Cussy-les-
Forges"
49.4844752,5.742664,Cutry
48.8486143,6.8359018,Cutting
47.9014,6.2221,Cuve
48.0947016,5.4370861,Cuves
46.8268246,6.0683498,Cuvier
48.25684,3.26409,Cuy
46.7604245,4.0320873,Cuzy
48.3022129,4.9518892,Daillancourt
49.307327,6.4093954,Dalstein
44.023928,6.807747,Daluis
47.3748289,6.6747308,Dambelin
47.7225,6.38629,"Dambenoît-lès-
Colombe"
48.5932029,5.2390799,Dammarie-sur-Saulx
47.2535279,5.5518822,"Dammartin-
Marpain"
48.5503915,4.367179,Dampierre
46.8278076,5.1992537,"Dampierre-en-
Bresse"
49.0093137,4.7935925,Dampierre-le-Château
47.5062639,6.9123898,"Dampierre-les-
Bois"
47.8477,6.18791,"Dampierre-lès-
Conflans"
47.4738644,6.7324675,"Dampierre-sur-
le-Doubs"
47.3426555,6.7582534,Dampjoux
47.2451939,6.8826177,Damprichard
47.9098,6.19684,"Dampvalley-
Saint-Pancras"
49.0126381,5.8431398,Dampvitoux
49.3426678,5.400463,Damvillers
47.389642,6.8952646,Dannemarie
47.389642,6.8952646,Dannemarie
47.4782819,6.8934699,Dasle
43.895913,5.780354,Dauphin
48.981944,7.1925,Dehlingen
48.9819993,7.1920764,Dehlingen
47.5075682,6.9977521,Delle
49.40811,5.43162,Delut
43.870833,6.579444,Demandolx
48.5867513,5.4752684,Demange-Baudignécourt
47.9258,6.03171,Demangevelle
46.9304052,4.8353514,Demigny
48.4443122,6.7356749,Deneuvre
46.8663651,4.6484577,Dennevy
47.533668,6.6757516,Désandans
48.7839297,6.8439174,Desseling
46.7636866,4.1820838,Dettey
47.6729267,3.7012544,Deux Rivières
49.8758782,4.7054986,Deville
46.7628718,5.1574382,Devrouze
46.9110621,4.655791,"Dezize-lès-
Maranges"
47.1822588,4.3636748,Diancey
46.7746376,5.1347379,Diconne
49.110175,6.9404724,Diebling
48.8803,7.0458,Diedendorf
48.8807154,7.0444762,Diedendorf
47.7078179,7.1141717,Diefmatten
48.9422,7.1875,Diemeringen
48.9395197,7.1895939,Diemeringen
49.2201217,5.5095103,Dieppe-sous-Douaumont
48.3098918,3.8289028,Dierrey-Saint-Julien
48.8104847,6.7179948,Dieuze
49.0027442,6.8423582,Diffembach-lès-Hellimer
46.5165,5.39216,Digna
44.086845,6.221008,Digne-les-Bains
46.4810422,3.9786291,Digoin
47.3157843,3.6540952,Dirol
47.5971671,3.9819405,Dissangis
48.081592,3.412995,Dixmont
48.2662754,4.6156833,Dolancourt
48.1148016,3.0665531,Domats
49.39049,5.45834,Dombras
47.415719,3.8104534,"Domecy-sur-
Cure"
47.491077,3.8087034,"Domecy-sur-le-
Vault"
48.5621562,6.8054088,Domèvre-sur-Vezouze
48.951667,7.154167,Domfessel
48.9522671,7.1541994,Domfessel
47.6866993,5.3468996,Dommarien
46.9230809,6.3072046,Dommartin
49.0716671,4.8260088,Dommartin-Dampierre
48.5012263,4.3583708,Dommartin-le-Coq
46.4986739,5.298478,"Dommartin-lès-
Cuiseaux"
48.766555,4.2980417,Dommartin-Lettrée
49.12626,4.78386,Dommartin-sous-Hans
48.9784269,4.781831,Dommartin-Varimont
49.28545,5.7022,Dommary-Baroncourt
48.8605323,6.8210926,Domnom-lès-Dieuze
46.3605091,4.4831256,"Dompierre-les-
Ormes"
48.7284661,4.7411052,Dompremy
49.3309212,5.7563028,Domprix
48.4472,6.6169,Domptail
48.4471865,6.6169128,Domptail
49.2975114,5.6937634,Domremy-la-Canne
48.3602952,5.2506141,Domremy-Landéville
49.0582094,5.715928,Doncourt-aux-Templiers
49.1429389,5.9361774,Doncourt-lès-Conflans
49.4403776,5.7122409,Doncourt-lès-Longuyon
48.877998,6.402625,Donjeux
48.7525622,6.6827229,Donnelay
47.4357952,3.5852711,Dornecy
48.6121487,4.230251,Dosnon
48.3231349,5.2050512,Doulaincourt-Saucourt
49.3811543,5.1689253,Doulcon
46.7673003,6.0166367,Doye
47.7563188,3.2506218,Dracy
46.8887943,4.5769216,"Dracy-lès-
Couches"
47.0158,4.34107,"Dracy-Saint-
Loup"
44.13787,6.347351,Draix
47.33676,5.36022,Drambon
46.4066699,5.536311,Dramelay
48.5769378,4.6162442,Drosnay
48.7728092,4.5262975,Drouilly
48.4773336,3.9402348,Droupt-Saint-Basle
48.4940318,3.9263192,Droupt-Sainte-Marie
48.868611,7.191944,Drulingen
48.8666944,7.1906291,Drulingen
47.5479763,3.4209038,"Druyes-les-
Belles-
Fontaines"
47.2845677,4.0161006,Dun-les-Places
47.0851273,3.7898707,"Dun-sur-
Grandry"
49.3863627,5.1861499,Dun-sur-Meuse
43.844308,7.189693,Duranus
47.4869525,7.2411604,Durlinsdorf
48.892222,7.198056,Durstel
48.8914018,7.1954681,Durstel
49.36073,5.63317,Duzey
46.9294598,4.7839431,Ébaty
48.8983,8.1107,Eberbach-Seltz
48.9273858,8.066278,Eberbach-Seltz
49.2754713,6.4020591,Ébersviller
47.5267053,6.6954029,Échenans
47.6024254,6.7736712,"Échenans-
sous-Mont-
Vaudois"
48.4627048,5.3101111,Échenay
49.0003757,5.0012637,Éclaires
48.3056511,4.6364548,Éclance
48.5697033,4.8301803,Éclaron-Braucourt-Sainte-Livière
48.6148891,4.7427587,Écollemont
47.4274383,6.7313843,Écot
49.5290456,5.4548398,Écouviez
48.6911418,4.6855165,Écriennes
47.7935361,6.5635091,Écromagny
46.7565885,4.5382451,Écuisses
47.4057964,6.8109578,Écurcey
49.3642331,5.351006,Écurey-en-Verdunois
48.80682,4.03211,Écury-le-Repos
47.08379,4.62134,Écutigny
48.4961215,5.2684209,Effincourt
47.8083,3.365,Égleny
47.6652211,7.1827818,Eglingen
48.12023,3.18143,"Égriselles-le-
Bocage"
49.0209699,7.4989748,Éguelshardt
48.1390781,4.5363248,Éguilly-sous-Bois
47.7726,6.31214,Éhuns
49.045685,4.86601,Élise-Daucourt
47.6237338,7.2897134,Emlingen
47.35063,3.82128,Empury
49.0128935,7.3379659,Enchenberg
48.2697217,4.7562375,Engente
47.8665246,7.3529099,Ensisheim
44.0469,6.2669,Entrages
49.4134098,6.1047846,Entrange
44.18959,6.749725,Entraunes
48.2319,6.9925,Entre-deux-Eaux
48.2319538,6.9925078,Entre-deux-Eaux
44.2189,6.0022,Entrepierres
43.9508,6.8119,Entrevaux
43.9378079,6.022906,Entrevennes
48.9716278,4.8333279,Épense
46.9419573,4.6056507,Épertully
49.4915661,5.504707,Épiez-sur-Chiers
46.988893,4.5121691,Épinac
47.9461728,3.4731335,"Épineau-les-
Voves"
49.2765938,5.0805083,Épinonville
47.18203,3.72231,Epiry
48.3781554,5.3481078,Épizon
49.1129518,7.3162243,Epping
47.769,6.18379,Équevilley
46.7604057,5.9402266,Équevillon
49.1113519,7.2613179,Erching
49.0674276,6.9632353,Ernestviller
48.7422548,5.4143531,Erneville-aux-Bois
49.4150729,5.9027443,Errouville
47.8073,6.45235,Esboz-Brest
47.7298684,3.4732471,Escamps
48.860278,7.115833,Eschwiller
48.8591678,7.1153691,Eschwiller
48.5526636,3.656587,Esclavolles-Lurey
47.7178191,3.6069131,"Escolives-
Sainte-Camille"
43.732406,6.775818,Escragnolles
47.98398,3.57506,Esnon
48.1259421,5.350701,Esnouveaux
44.454982,5.902233,Esparron
47.7530892,4.7845808,Essarois
46.8128798,4.5451375,Essertenne
46.8092365,6.0449,Esserval-Tartre
48.0574547,4.5347248,Essoyes
48.2701237,3.8071497,Estissac
43.9428259,6.171102,Estoublon
49.21335,5.6363489,Étain
47.7084312,4.4377233,Étais
47.5031622,3.3463395,Étais-la-Sauvin
47.5209085,3.9187111,Étaule
47.32231,5.3172,Étevaux
48.1382843,3.2910949,Étigny
47.6774,4.14353,Étivey
47.6441521,6.6750345,Étobon
49.27429,5.67825,Éton
47.4643548,6.71852,Étouvans
47.4737835,6.580853,Étrappe
49.3262729,5.351835,Étraye
48.5609436,3.8722654,Étrelles-sur-Aube
46.5906617,4.8037079,Étrigny
47.8909057,4.5234195,Étrochey
49.0303712,7.1796783,Etting
48.5829182,5.0411457,Eurville-Bienville
48.71959,4.02903,Euvy
47.0004243,6.2259756,Évillers
49.5021829,6.196274,Évrange
48.9826014,5.1247584,Èvres
48.26406,3.25604,Évry
49.2943703,5.0062779,Exermont
48.871389,7.131944,Eywiller
48.8707273,7.1336718,Eywiller
47.0040436,3.9676909,Fâchin
47.4874511,6.6142039,Faimbe
47.6067897,4.401748,"Fain-lès-
Montbard"
47.5836671,4.2116642,"Fain-lès-
Moutiers"
47.6810891,7.1332198,Falkwiller
49.1189722,6.8752992,Farébersviller
47.699689,5.6807437,Farincourt
49.0940846,6.8946515,Farschviller
47.8440682,6.5624523,"Faucogney-et-
la-Mer"
44.3981,6.0919,Faucon-du-Caire
48.6558862,3.9520726,Faux-Fresnay
48.7793582,4.4017149,Faux-Vésigneul
48.334358,3.7357759,Faux-Villecerf
47.522388,7.0348403,Faverois
47.9483823,5.2105647,Faverolles
49.2344011,3.7929445,Faverolles-et-Coëmy
47.8351738,4.8626704,"Faverolles-lès-
Lucey"
48.7181438,4.7336644,Favresse
48.4059243,3.5985585,Fay-lès-Marcilly
43.621662,6.693764,Fayence
47.7817249,5.6011734,Fayl-Billot
47.6088846,6.5915181,Faymont
47.5048984,6.9510614,Fêche-l'Église
47.5349186,7.2639794,Feldbach
47.8647485,7.2730686,Feldkirch
47.8965061,6.9858441,Fellering
47.706343,6.9774548,Felon
48.8483309,7.0196953,Fénétrange
50.0185689,4.7269014,Fépin
47.9083,6.71,Ferdrupt
47.9083782,6.710042,Ferdrupt
48.7550291,3.9905157,Fère-Champenoise
48.4611362,3.5968773,Ferreux-Quincey
48.391995,5.0883203,Ferrière-et-Lafolie
47.2661628,6.8913892,Ferrières-le-Lac
47.5239819,6.9066991,"Fesches-le-
Châtel"
47.2805518,6.9153643,Fessevillers
47.5541216,3.5381755,Festigny
47.345,6.73286,Feule
49.4039,5.844,Fillières
49.3237669,6.5414435,Filstroff
49.3072444,3.6802766,Fismes
46.597288,5.3922539,"Flacey-en-
Bresse"
48.2261896,3.608977,Flacy
47.7820119,5.2558061,Flagey
47.1465381,5.3887955,"Flagey-lès-
Auxonne"
47.2303935,5.4468964,Flammerans
48.3626178,5.041179,Flammerécourt
44.097202,5.240908,Flassan
43.369369,6.207962,Flassans-sur-Issole
49.4728239,5.4405926,Flassigny
49.3675188,6.5335569,Flastroff
47.6958634,7.3162631,Flaxlanden
46.78999,3.90325,Fléty
47.3040319,6.7794812,Fleurey
47.9160764,6.2938202,"Fleurey-lès-
Saint-Loup"
46.4457494,4.8798685,Fleurville
47.8675536,3.4471728,Fleury-la-Vallée
49.2455218,5.8241703,Fléville-Lixières
46.6697443,4.6406247,Fley
47.3635922,3.623195,Flez-Cuzy
48.4982,6.6557,Flin
47.9527115,3.8720819,"Flogny-la-
Chapelle"
49.1347503,4.9545028,Florent-en-Argonne
47.5111135,7.0687357,Florimont
49.2358012,5.6164669,Foameix-Ornel
50.1263013,4.7785349,Foisches
47.12153,4.56179,Foissy
47.43564,3.7642,"Foissy-lès-
Vézelay"
48.21322,4.71393,Fontaine
47.4256897,6.4728244,"Fontaine-lès-
Clerval"
47.854,6.34075,"Fontaine-lès-
Luxeuil"
48.4653055,3.5085658,Fontaine-Mâcon
46.8496545,4.7704406,Fontaines
47.7785284,4.3535382,"Fontaines-les-
Sèches"
49.3693037,5.2351866,Fontaines-Saint-Clair
48.5443419,5.1013312,Fontaines-sur-Marne
44.00541,7.554474,Fontan
47.3463332,4.356614,Fontangy
48.4530278,3.4555179,Fontenay-de-Bossery
47.41524,3.7371757,"Fontenay-près-
Vézelay"
47.6163399,3.5968913,"Fontenay-sous-
Fouronnes"
47.9320885,6.1663778,"Fontenois-la-
Ville"
47.64838,3.30636,Fontenoy
48.456234,6.6605989,Fontenoy-la-Joûte
46.6673484,5.8237621,Fontenu
48.0812416,4.609504,Fontette
44.009763,5.7930659,Fontienne
43.9592,5.77972,Forcalquier
48.1495793,5.3571435,Forcey
48.8611,8.0394,Forstfeld
48.8611178,8.0394414,Forstfeld
43.440581,4.944706,Fos-sur-Mer
49.44561,5.00451,Fossé
48.99882,5.10074,Foucaucourt-sur-Thabas
47.7892,5.99657,Fouchécourt
48.151244,4.2645152,Fouchères
48.6226138,5.2478159,Fouchères-aux-Bois
